District_Key,Avg_Tot_Cur_Exp,Avg_Tot_Exp,Year_End,Unnamed: 0,Agency_Name,City,Zip,Latitude,Longitude,County
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,0,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.517,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,1,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.844,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,2,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.105,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,3,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.518,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,4,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.621,-85.761,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,5,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.538,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,6,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.461,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,7,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.794,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,8,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.437,-85.65,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,9,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.63,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,10,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.518,-85.86,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,11,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.843,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,12,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.106,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,14,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.634,-85.756,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,15,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.539,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,16,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.458,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,17,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.796,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,18,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.652,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,19,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.669,-85.632,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,23,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.52,-86.228,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,28,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.435,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,29,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.629,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,34,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.622,-85.757,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,37,OUTLOOK ACADEMY,ALLEGAN,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,38,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.436,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,45,INNOCADEMY ALLEGAN CAMPUS,Fennville,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,48,OUTLOOK ACADEMY,Allegan,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,56,INNOCADEMY ALLEGAN CAMPUS,FENNVILLE,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,57,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.536,-85.638,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,64,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.108,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,69,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.457,-85.709,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9545.888889,11188.88889,2011,71,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.651,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,0,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.517,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,1,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.844,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,2,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.105,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,3,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.518,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,4,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.621,-85.761,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,5,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.538,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,6,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.461,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,7,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.794,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,8,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.437,-85.65,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,9,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.63,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,10,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.518,-85.86,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,11,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.843,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,12,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.106,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,14,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.634,-85.756,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,15,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.539,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,16,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.458,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,17,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.796,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,18,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.652,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,19,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.669,-85.632,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,23,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.52,-86.228,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,28,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.435,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,29,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.629,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,34,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.622,-85.757,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,37,OUTLOOK ACADEMY,ALLEGAN,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,38,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.436,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,45,INNOCADEMY ALLEGAN CAMPUS,Fennville,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,48,OUTLOOK ACADEMY,Allegan,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,56,INNOCADEMY ALLEGAN CAMPUS,FENNVILLE,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,57,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.536,-85.638,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,64,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.108,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,69,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.457,-85.709,ALLEGAN COUNTY
Allegan Area Educational Service Agency,9528.444444,10663.55556,2012,71,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.651,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,0,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.517,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,1,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.844,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,2,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.105,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,3,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.518,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,4,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.621,-85.761,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,5,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.538,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,6,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.461,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,7,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.794,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,8,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.437,-85.65,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,9,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.63,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,10,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.518,-85.86,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,11,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.843,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,12,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.106,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,14,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.634,-85.756,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,15,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.539,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,16,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.458,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,17,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.796,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,18,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.652,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,19,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.669,-85.632,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,23,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.52,-86.228,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,28,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.435,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,29,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.629,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,34,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.622,-85.757,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,37,OUTLOOK ACADEMY,ALLEGAN,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,38,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.436,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,45,INNOCADEMY ALLEGAN CAMPUS,Fennville,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,48,OUTLOOK ACADEMY,Allegan,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,56,INNOCADEMY ALLEGAN CAMPUS,FENNVILLE,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,57,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.536,-85.638,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,64,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.108,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,69,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.457,-85.709,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10920.44444,12177.44444,2013,71,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.651,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,0,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.517,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,1,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.844,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,2,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.105,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,3,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.518,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,4,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.621,-85.761,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,5,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.538,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,6,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.461,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,7,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.794,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,8,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.437,-85.65,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,9,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.63,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,10,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.518,-85.86,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,11,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.843,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,12,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.106,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,14,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.634,-85.756,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,15,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.539,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,16,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.458,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,17,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.796,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,18,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.652,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,19,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.669,-85.632,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,23,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.52,-86.228,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,28,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.435,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,29,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.629,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,34,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.622,-85.757,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,37,OUTLOOK ACADEMY,ALLEGAN,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,38,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.436,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,45,INNOCADEMY ALLEGAN CAMPUS,Fennville,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,48,OUTLOOK ACADEMY,Allegan,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,56,INNOCADEMY ALLEGAN CAMPUS,FENNVILLE,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,57,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.536,-85.638,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,64,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.108,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,69,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.457,-85.709,ALLEGAN COUNTY
Allegan Area Educational Service Agency,11346.22222,12718.44444,2014,71,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.651,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,0,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.517,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,1,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.844,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,2,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.105,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,3,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.518,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,4,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.621,-85.761,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,5,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.538,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,6,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.461,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,7,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.794,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,8,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.437,-85.65,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,9,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.63,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,10,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.518,-85.86,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,11,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.843,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,12,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.106,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,14,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.634,-85.756,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,15,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.539,-85.639,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,16,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.458,-85.708,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,17,OUTLOOK ACADEMY,ALLEGAN,49010,42.504,-85.796,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,18,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.652,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,19,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.669,-85.632,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,23,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.52,-86.228,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,28,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.435,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,29,WAYLAND UNION SCHOOLS,WAYLAND,49348,42.674,-85.629,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,34,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.622,-85.757,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,37,OUTLOOK ACADEMY,ALLEGAN,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,38,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.436,-85.653,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,45,INNOCADEMY ALLEGAN CAMPUS,Fennville,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,48,OUTLOOK ACADEMY,Allegan,49010,42.535,-85.827,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,56,INNOCADEMY ALLEGAN CAMPUS,FENNVILLE,49408,42.61,-86.094,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,57,MARTIN PUBLIC SCHOOLS,MARTIN,49070,42.536,-85.638,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,64,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.108,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,69,OTSEGO PUBLIC SCHOOLS,OTSEGO,49078,42.457,-85.709,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10433.0,11631.9,2015,71,PLAINWELL COMMUNITY SCHOOLS,PLAINWELL,49080,42.438,-85.651,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,0,ALLEGAN AREA EDUCATIONAL SERVICE AGENCY,ALLEGAN,49010,42.517,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,1,ALLEGAN PUBLIC SCHOOLS,ALLEGAN,49010,42.523,-85.844,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,2,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,49408,42.6,-86.105,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,3,GLENN PUBLIC SCHOOL DISTRICT,GLENN,49416,42.518,-85.861,ALLEGAN COUNTY
Allegan Area Educational Service Agency,10639.8,11544.1,2016,4,HOPKINS PUBLIC SCHOOLS,HOPKINS,49328,42.621,-85.761,ALLEGAN COUNTY
