District_Key,Avg_Tot_Cur_Exp,Avg_Tot_Exp,Year_End,Unnamed: 0,Agency_Name,City,Zip,Latitude,Longitude,County
Montcalm Area ISD,8726.363636,9574.727273,2013,4360,AIRPORT COMMUNITY SCHOOLS,CARLETON,48117,42.039,-83.38,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4361,BEDFORD PUBLIC SCHOOLS,TEMPERANCE,48182,41.75,-83.584,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4362,DUNDEE COMMUNITY SCHOOLS,DUNDEE,48131,41.961,-83.659,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4363,IDA PUBLIC SCHOOL DISTRICT,IDA,48140,41.907,-83.571,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4364,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.935,-83.333,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4365,MASON CONSOLIDATED SCHOOLS (MONROE),ERIE,48133,41.81,-83.495,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4366,MONROE ISD,MONROE,48161,41.924,-83.468,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4367,MONROE PUBLIC SCHOOLS,MONROE,48162,41.932,-83.385,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4368,NEW BEDFORD ACADEMY,LAMBERTVILLE,48144,41.73,-83.625,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4369,RIVERSIDE ACADEMY,DEARBORN,48126,42.344,-83.167,WAYNE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4370,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.906,-83.703,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4371,TRIUMPH ACADEMY,MONROE,48162,41.954,-83.364,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4372,AIRPORT COMMUNITY SCHOOLS,CARLETON,48117,42.038,-83.379,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4374,DUNDEE COMMUNITY SCHOOLS,DUNDEE,48131,41.96,-83.659,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4375,IDA PUBLIC SCHOOL DISTRICT,IDA,48140,41.906,-83.571,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4376,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.934,-83.334,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4377,MASON CONSOLIDATED SCHOOLS (MONROE),ERIE,48133,41.813,-83.492,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4380,NEW BEDFORD ACADEMY,LAMBERTVILLE,48144,41.73,-83.627,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4381,RIVERSIDE ACADEMY,DEARBORN,48126,42.337,-83.178,WAYNE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4382,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.905,-83.702,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4383,TRIUMPH ACADEMY,MONROE,48162,41.954,-83.362,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4390,MONROE ISD,MONROE,48161,41.924,-83.467,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4391,MONROE PUBLIC SCHOOLS,MONROE,48162,41.933,-83.386,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4394,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.904,-83.703,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4400,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.933,-83.334,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4402,MONROE ISD,MONROE,48161,41.924,-83.466,MONROE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4417,RIVERSIDE ACADEMY,Dearborn,48126,42.337,-83.178,WAYNE COUNTY
Montcalm Area ISD,8726.363636,9574.727273,2013,4460,JEFFERSON SCHOOLS (MONROE),NEWPORT,48166,41.957,-83.312,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4360,AIRPORT COMMUNITY SCHOOLS,CARLETON,48117,42.039,-83.38,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4361,BEDFORD PUBLIC SCHOOLS,TEMPERANCE,48182,41.75,-83.584,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4362,DUNDEE COMMUNITY SCHOOLS,DUNDEE,48131,41.961,-83.659,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4363,IDA PUBLIC SCHOOL DISTRICT,IDA,48140,41.907,-83.571,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4364,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.935,-83.333,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4365,MASON CONSOLIDATED SCHOOLS (MONROE),ERIE,48133,41.81,-83.495,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4366,MONROE ISD,MONROE,48161,41.924,-83.468,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4367,MONROE PUBLIC SCHOOLS,MONROE,48162,41.932,-83.385,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4368,NEW BEDFORD ACADEMY,LAMBERTVILLE,48144,41.73,-83.625,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4369,RIVERSIDE ACADEMY,DEARBORN,48126,42.344,-83.167,WAYNE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4370,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.906,-83.703,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4371,TRIUMPH ACADEMY,MONROE,48162,41.954,-83.364,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4372,AIRPORT COMMUNITY SCHOOLS,CARLETON,48117,42.038,-83.379,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4374,DUNDEE COMMUNITY SCHOOLS,DUNDEE,48131,41.96,-83.659,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4375,IDA PUBLIC SCHOOL DISTRICT,IDA,48140,41.906,-83.571,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4376,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.934,-83.334,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4377,MASON CONSOLIDATED SCHOOLS (MONROE),ERIE,48133,41.813,-83.492,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4380,NEW BEDFORD ACADEMY,LAMBERTVILLE,48144,41.73,-83.627,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4381,RIVERSIDE ACADEMY,DEARBORN,48126,42.337,-83.178,WAYNE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4382,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.905,-83.702,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4383,TRIUMPH ACADEMY,MONROE,48162,41.954,-83.362,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4390,MONROE ISD,MONROE,48161,41.924,-83.467,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4391,MONROE PUBLIC SCHOOLS,MONROE,48162,41.933,-83.386,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4394,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.904,-83.703,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4400,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.933,-83.334,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4402,MONROE ISD,MONROE,48161,41.924,-83.466,MONROE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4417,RIVERSIDE ACADEMY,Dearborn,48126,42.337,-83.178,WAYNE COUNTY
Montcalm Area ISD,8825.363636,9550.727273,2014,4460,JEFFERSON SCHOOLS (MONROE),NEWPORT,48166,41.957,-83.312,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4360,AIRPORT COMMUNITY SCHOOLS,CARLETON,48117,42.039,-83.38,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4361,BEDFORD PUBLIC SCHOOLS,TEMPERANCE,48182,41.75,-83.584,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4362,DUNDEE COMMUNITY SCHOOLS,DUNDEE,48131,41.961,-83.659,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4363,IDA PUBLIC SCHOOL DISTRICT,IDA,48140,41.907,-83.571,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4364,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.935,-83.333,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4365,MASON CONSOLIDATED SCHOOLS (MONROE),ERIE,48133,41.81,-83.495,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4366,MONROE ISD,MONROE,48161,41.924,-83.468,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4367,MONROE PUBLIC SCHOOLS,MONROE,48162,41.932,-83.385,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4368,NEW BEDFORD ACADEMY,LAMBERTVILLE,48144,41.73,-83.625,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4369,RIVERSIDE ACADEMY,DEARBORN,48126,42.344,-83.167,WAYNE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4370,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.906,-83.703,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4371,TRIUMPH ACADEMY,MONROE,48162,41.954,-83.364,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4372,AIRPORT COMMUNITY SCHOOLS,CARLETON,48117,42.038,-83.379,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4374,DUNDEE COMMUNITY SCHOOLS,DUNDEE,48131,41.96,-83.659,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4375,IDA PUBLIC SCHOOL DISTRICT,IDA,48140,41.906,-83.571,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4376,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.934,-83.334,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4377,MASON CONSOLIDATED SCHOOLS (MONROE),ERIE,48133,41.813,-83.492,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4380,NEW BEDFORD ACADEMY,LAMBERTVILLE,48144,41.73,-83.627,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4381,RIVERSIDE ACADEMY,DEARBORN,48126,42.337,-83.178,WAYNE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4382,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.905,-83.702,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4383,TRIUMPH ACADEMY,MONROE,48162,41.954,-83.362,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4390,MONROE ISD,MONROE,48161,41.924,-83.467,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4391,MONROE PUBLIC SCHOOLS,MONROE,48162,41.933,-83.386,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4394,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.904,-83.703,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4400,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.933,-83.334,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4402,MONROE ISD,MONROE,48161,41.924,-83.466,MONROE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4417,RIVERSIDE ACADEMY,Dearborn,48126,42.337,-83.178,WAYNE COUNTY
Montcalm Area ISD,9110.909091,9734.545455,2015,4460,JEFFERSON SCHOOLS (MONROE),NEWPORT,48166,41.957,-83.312,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4360,AIRPORT COMMUNITY SCHOOLS,CARLETON,48117,42.039,-83.38,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4361,BEDFORD PUBLIC SCHOOLS,TEMPERANCE,48182,41.75,-83.584,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4362,DUNDEE COMMUNITY SCHOOLS,DUNDEE,48131,41.961,-83.659,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4363,IDA PUBLIC SCHOOL DISTRICT,IDA,48140,41.907,-83.571,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4364,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.935,-83.333,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4365,MASON CONSOLIDATED SCHOOLS (MONROE),ERIE,48133,41.81,-83.495,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4366,MONROE ISD,MONROE,48161,41.924,-83.468,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4367,MONROE PUBLIC SCHOOLS,MONROE,48162,41.932,-83.385,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4368,NEW BEDFORD ACADEMY,LAMBERTVILLE,48144,41.73,-83.625,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4369,RIVERSIDE ACADEMY,DEARBORN,48126,42.344,-83.167,WAYNE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4370,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.906,-83.703,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4371,TRIUMPH ACADEMY,MONROE,48162,41.954,-83.364,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4372,AIRPORT COMMUNITY SCHOOLS,CARLETON,48117,42.038,-83.379,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4374,DUNDEE COMMUNITY SCHOOLS,DUNDEE,48131,41.96,-83.659,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4375,IDA PUBLIC SCHOOL DISTRICT,IDA,48140,41.906,-83.571,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4376,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.934,-83.334,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4377,MASON CONSOLIDATED SCHOOLS (MONROE),ERIE,48133,41.813,-83.492,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4380,NEW BEDFORD ACADEMY,LAMBERTVILLE,48144,41.73,-83.627,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4381,RIVERSIDE ACADEMY,DEARBORN,48126,42.337,-83.178,WAYNE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4382,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.905,-83.702,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4383,TRIUMPH ACADEMY,MONROE,48162,41.954,-83.362,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4390,MONROE ISD,MONROE,48161,41.924,-83.467,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4391,MONROE PUBLIC SCHOOLS,MONROE,48162,41.933,-83.386,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4394,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.904,-83.703,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4400,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.933,-83.334,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4402,MONROE ISD,MONROE,48161,41.924,-83.466,MONROE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4417,RIVERSIDE ACADEMY,Dearborn,48126,42.337,-83.178,WAYNE COUNTY
Montcalm Area ISD,9214.272727,9948.818182,2016,4460,JEFFERSON SCHOOLS (MONROE),NEWPORT,48166,41.957,-83.312,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4360,AIRPORT COMMUNITY SCHOOLS,CARLETON,48117,42.039,-83.38,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4361,BEDFORD PUBLIC SCHOOLS,TEMPERANCE,48182,41.75,-83.584,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4362,DUNDEE COMMUNITY SCHOOLS,DUNDEE,48131,41.961,-83.659,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4363,IDA PUBLIC SCHOOL DISTRICT,IDA,48140,41.907,-83.571,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4364,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.935,-83.333,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4365,MASON CONSOLIDATED SCHOOLS (MONROE),ERIE,48133,41.81,-83.495,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4366,MONROE ISD,MONROE,48161,41.924,-83.468,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4367,MONROE PUBLIC SCHOOLS,MONROE,48162,41.932,-83.385,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4368,NEW BEDFORD ACADEMY,LAMBERTVILLE,48144,41.73,-83.625,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4369,RIVERSIDE ACADEMY,DEARBORN,48126,42.344,-83.167,WAYNE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4370,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.906,-83.703,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4371,TRIUMPH ACADEMY,MONROE,48162,41.954,-83.364,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4372,AIRPORT COMMUNITY SCHOOLS,CARLETON,48117,42.038,-83.379,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4374,DUNDEE COMMUNITY SCHOOLS,DUNDEE,48131,41.96,-83.659,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4375,IDA PUBLIC SCHOOL DISTRICT,IDA,48140,41.906,-83.571,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4376,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.934,-83.334,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4377,MASON CONSOLIDATED SCHOOLS (MONROE),ERIE,48133,41.813,-83.492,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4380,NEW BEDFORD ACADEMY,LAMBERTVILLE,48144,41.73,-83.627,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4381,RIVERSIDE ACADEMY,DEARBORN,48126,42.337,-83.178,WAYNE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4382,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.905,-83.702,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4383,TRIUMPH ACADEMY,MONROE,48162,41.954,-83.362,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4390,MONROE ISD,MONROE,48161,41.924,-83.467,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4391,MONROE PUBLIC SCHOOLS,MONROE,48162,41.933,-83.386,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4394,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.904,-83.703,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4400,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.933,-83.334,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4402,MONROE ISD,MONROE,48161,41.924,-83.466,MONROE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4417,RIVERSIDE ACADEMY,Dearborn,48126,42.337,-83.178,WAYNE COUNTY
Montcalm Area ISD,9506.545455,10217.0,2017,4460,JEFFERSON SCHOOLS (MONROE),NEWPORT,48166,41.957,-83.312,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4360,AIRPORT COMMUNITY SCHOOLS,CARLETON,48117,42.039,-83.38,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4361,BEDFORD PUBLIC SCHOOLS,TEMPERANCE,48182,41.75,-83.584,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4362,DUNDEE COMMUNITY SCHOOLS,DUNDEE,48131,41.961,-83.659,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4363,IDA PUBLIC SCHOOL DISTRICT,IDA,48140,41.907,-83.571,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4364,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.935,-83.333,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4365,MASON CONSOLIDATED SCHOOLS (MONROE),ERIE,48133,41.81,-83.495,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4366,MONROE ISD,MONROE,48161,41.924,-83.468,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4367,MONROE PUBLIC SCHOOLS,MONROE,48162,41.932,-83.385,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4368,NEW BEDFORD ACADEMY,LAMBERTVILLE,48144,41.73,-83.625,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4369,RIVERSIDE ACADEMY,DEARBORN,48126,42.344,-83.167,WAYNE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4370,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.906,-83.703,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4371,TRIUMPH ACADEMY,MONROE,48162,41.954,-83.364,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4372,AIRPORT COMMUNITY SCHOOLS,CARLETON,48117,42.038,-83.379,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4374,DUNDEE COMMUNITY SCHOOLS,DUNDEE,48131,41.96,-83.659,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4375,IDA PUBLIC SCHOOL DISTRICT,IDA,48140,41.906,-83.571,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4376,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.934,-83.334,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4377,MASON CONSOLIDATED SCHOOLS (MONROE),ERIE,48133,41.813,-83.492,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4380,NEW BEDFORD ACADEMY,LAMBERTVILLE,48144,41.73,-83.627,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4381,RIVERSIDE ACADEMY,DEARBORN,48126,42.337,-83.178,WAYNE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4382,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.905,-83.702,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4383,TRIUMPH ACADEMY,MONROE,48162,41.954,-83.362,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4390,MONROE ISD,MONROE,48161,41.924,-83.467,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4391,MONROE PUBLIC SCHOOLS,MONROE,48162,41.933,-83.386,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4394,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.904,-83.703,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4400,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.933,-83.334,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4402,MONROE ISD,MONROE,48161,41.924,-83.466,MONROE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4417,RIVERSIDE ACADEMY,Dearborn,48126,42.337,-83.178,WAYNE COUNTY
Montcalm Area ISD,9670.727273,10464.81818,2018,4460,JEFFERSON SCHOOLS (MONROE),NEWPORT,48166,41.957,-83.312,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4360,AIRPORT COMMUNITY SCHOOLS,CARLETON,48117,42.039,-83.38,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4361,BEDFORD PUBLIC SCHOOLS,TEMPERANCE,48182,41.75,-83.584,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4362,DUNDEE COMMUNITY SCHOOLS,DUNDEE,48131,41.961,-83.659,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4363,IDA PUBLIC SCHOOL DISTRICT,IDA,48140,41.907,-83.571,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4364,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.935,-83.333,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4365,MASON CONSOLIDATED SCHOOLS (MONROE),ERIE,48133,41.81,-83.495,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4366,MONROE ISD,MONROE,48161,41.924,-83.468,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4367,MONROE PUBLIC SCHOOLS,MONROE,48162,41.932,-83.385,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4368,NEW BEDFORD ACADEMY,LAMBERTVILLE,48144,41.73,-83.625,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4369,RIVERSIDE ACADEMY,DEARBORN,48126,42.344,-83.167,WAYNE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4370,SUMMERFIELD SCHOOLS,PETERSBURG,49270,41.906,-83.703,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4371,TRIUMPH ACADEMY,MONROE,48162,41.954,-83.364,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4372,AIRPORT COMMUNITY SCHOOLS,CARLETON,48117,42.038,-83.379,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4374,DUNDEE COMMUNITY SCHOOLS,DUNDEE,48131,41.96,-83.659,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4375,IDA PUBLIC SCHOOL DISTRICT,IDA,48140,41.906,-83.571,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4376,JEFFERSON SCHOOLS (MONROE),MONROE,48162,41.934,-83.334,MONROE COUNTY
Montcalm Area ISD,9997.454545,11274.90909,2019,4377,MASON CONSOLIDATED SCHOOLS (MONROE),ERIE,48133,41.813,-83.492,MONROE COUNTY
